"Кампания ""Единая перфоманс-кампания №4 от 13-10-2025"" (704073639), период 02.02.2026 - 06.02.2026"
"Всего по поисковым запросам";;"Ср.расход за день (руб.)";"Показы";"Клики";"CTR (%)";"Расход (руб.)";"Ср. цена клика (руб.)";"Конверсия (%)";"Цена цели (руб.)";"Конверсии"
"с 02.02.2026 по 06.02.2026";;336,28;2332;168;7,20;1681,39;10,01;3,57;280,23;6

"Дата";"Поисковый запрос";"Группа";"№ Группы";"Условие показа";"Тип соответствия";"Подобранная фраза";"Категория таргетинга";"Показы";"Клики";"CTR (%)";"Расход (руб.)";"Ср. цена клика (руб.)";"Конверсия (%)";"Цена цели (руб.)";"Конверсии"
05.02.2026;"мне 65+ одолевает страх при любом шорохе ночью что делать какие таблетки принимать";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"может ли после курса феназепама пройти тревога";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"может ли психотерапевт лечить деменцию";"Тревога и паника";5662806799;"психотерапевт -онлайн";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"можно ли вылечить навсегда тревожное расстройство";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"можно ли оказывать услуги коуча психолога онлайн в рб для жителей рф польши латвии";"Тревога и паника";5662806799;"психолог онлайн -записываться -консультация -анонимный -помощь";"пословное";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"можно ли разово выпить мебикар при тревоге";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"можно ли снять тревожность без таблеток";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
05.02.2026;"мозговое кровообращение противовирус противотревожное успокаивающее антисепрессивное";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"некоммерческие организации которые занимаются психологическим здоровьем беременных женщин";"Тревога и паника";5662806799;"женский психолог";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"новая терапия тревоги депрессии и настроения без таблеток революционный метод";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
05.02.2026;"нужно ли принимать препараты при панических";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"от паники и тревоги лекарства";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"очень сильная тревога постоянно что делать";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"павел жавнеров 5 шагов по избавлению от тревоги";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"паническая атака симптомы";"Тревога и паника";5662806799;"что такое паническая атака как она проявляется";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"пациент выдал себя за психотерапевта";"Тревога и паника";5662806799;"психотерапевт -онлайн";"пословное";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"показать онлайн беседы сатья с психологом";"Тревога и паника";5662806799;"психолог онлайн -записываться -консультация -анонимный -помощь";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"помогает ли пустырник от тревоги";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"помогает ли триттико от тревоги";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"поможет ли новопассит при панических атаках";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
05.02.2026;"поможет ли селанк при тревожном расстройстве и панических атаках";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"постоянная тревога и хочется плакать что назначает невролог";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"почему не помогает от панической атаки и тревожного расстройства стимулотон 50 мг";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"препарат атаракс";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"препарат от тревоги";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"препараты от тревоги";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"препараты от тревоги форум";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"при тревоге тяжело дышать валидол помогает или нет";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
05.02.2026;"при тревожном расстройстве болит крестец что делать в домашних";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"противотревожные препараты глициниро";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"противотревожные препараты растительные лекарства";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"противотревожный препарат спето";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"профилактика ранней беременности психолог";"Тревога и паника";5662806799;"женский психолог";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"психолог";"Тревога и паника";5662806799;"""психолог""";"пословное";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"психолог консультация онлайн";"Тревога и паника";5662806799;"психолог онлайн консультация -цена";"семантическое";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"психолог сати смотреть онлайн";"Тревога и паника";5662806799;"психолог онлайн -записываться -консультация -анонимный -помощь";"пословное";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"психологи";"Тревога и паника";5662806799;"""психолог""";"пословное";-;"не определено";1;0;0,00;0,00;-;-;-;0
05.02.2026;"психологическая помощь онлайн диалоги";"Тревога и паника";5662806799;"психолог онлайн консультация -цена";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"психотерапевт";"Тревога и паника";5662806799;"психотерапевт -онлайн";"семантическое";-;"Сопутствующие запросы";7;0;0,00;0,00;-;-;-;0
05.02.2026;"психотерапевт";"Тревога и паника";5662806799;"психотерапевт -онлайн";"семантическое";-;"Широкие запросы";3;0;0,00;0,00;-;-;-;0
05.02.2026;"психотерапевт бишкек";"Тревога и паника";5662806799;"психотерапевт -онлайн";"семантическое";-;"Широкие запросы";3;0;0,00;0,00;-;-;-;0
05.02.2026;"психотерапевт в борисове";"Тревога и паника";5662806799;"психотерапевт -онлайн";"семантическое";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"психотерапевт в гомеле ул пушкина кунцевич";"Тревога и паника";5662806799;"психотерапевт -онлайн";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"психотерапевт в якутске";"Тревога и паника";5662806799;"психотерапевт -онлайн";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"психотерапевт врач или нет";"Тревога и паника";5662806799;"психотерапевт -онлайн";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"психотерапевт ермаков";"Тревога и паника";5662806799;"психотерапевт -онлайн";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"психотерапевт и психиатр в чем разница";"Тревога и паника";5662806799;"психотерапевт -онлайн";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
05.02.2026;"психотерапевт ковальчук анна";"Тревога и паника";5662806799;"психотерапевт -онлайн";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"психотерапевт консультация онлайн";"Тревога и паника";5662806799;"психолог онлайн консультация -цена";"семантическое";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"психотерапевт красноярск лучший";"Тревога и паника";5662806799;"психотерапевт -онлайн";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"психотерапевт кто это";"Тревога и паника";5662806799;"психотерапевт -онлайн";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"психотерапевт кто это и что лечит";"Тревога и паника";5662806799;"психотерапевт -онлайн";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"психотерапевт наум балабаш";"Тревога и паника";5662806799;"психотерапевт -онлайн";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"психотерапевт павлодар";"Тревога и паника";5662806799;"психотерапевт -онлайн";"семантическое";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"психотерапевт усть катав";"Тревога и паника";5662806799;"психотерапевт -онлайн";"семантическое";-;"Альтернативные запросы";2;0;0,00;0,00;-;-;-;0
05.02.2026;"психотерапевт что лечит у взрослых";"Тревога и паника";5662806799;"психотерапевт -онлайн";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"психотерапевт это";"Тревога и паника";5662806799;"психотерапевт -онлайн";"семантическое";-;"Сопутствующие запросы";3;0;0,00;0,00;-;-;-;0
05.02.2026;"психотерапевты онлайн";"Тревога и паника";5662806799;"психотерапевт онлайн консультация";"семантическое";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"психотерапия при тревоге и низком давлении";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"рекомендация виктории орлинской о правильная дозировки глицина от тревоги";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"релаксация по джекобсону при панических атаках и тревоге";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"релаксация по джекобсону при тревожном расстройстве";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";3;0;0,00;0,00;-;-;-;0
05.02.2026;"релаксация по джекобсону при тревожном расстройстве и панических";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"сайт онлайн чат с психологом волонтером";"Тревога и паника";5662806799;"психолог онлайн -записываться -консультация -анонимный -помощь";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"сахарова татьяна валериевна психиатр психотерапевт записаться";"Тревога и паника";5662806799;"психотерапевт -онлайн";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"семейный психолог онлайн консультация djkrjdscr";"Тревога и паника";5662806799;"психолог онлайн консультация -цена";"семантическое";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"сильная паническая атака чем помочь препараты";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"сильные таблетки от тревожности";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"сиозсн против тревоги с телесными проявлениями";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"сколько можно пить афобазол";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"снотворное при беспокойстве";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"снятие тревожности у взрослых препараты";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"советы психотерапевта при тревожности";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"справка психолог егов получить онлайн";"Тревога и паника";5662806799;"психолог онлайн -записываться -консультация -анонимный -помощь";"пословное";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"средства от тревоги";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
05.02.2026;"средство от тревожности для детей";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"средство эффективное от тревожности";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"сульпирид депрессивно тревожный диагноз спроси врача";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"схема приема атаракса при тревоге";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"таблетки для снятия тревоги";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"таблетки от панической тревоги";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"таблетки от тревожности";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"таблетки от тревожности без рецепта";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"ташлыков психотерапевт";"Тревога и паника";5662806799;"психотерапевт -онлайн";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"ташлыков психотерапевт год рождения";"Тревога и паника";5662806799;"психотерапевт -онлайн";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"тенотен";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";6;0;0,00;0,00;-;-;-;0
05.02.2026;"тенотен инструкция по применению";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";4;0;0,00;0,00;-;-;-;0
05.02.2026;"тенотен инструкция по применению взрослым";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"тенотен как принимать";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
05.02.2026;"тенотен способ применения";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"тенотен таблетки инструкция";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"тенотен это";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"тералиджен или атаракс что лучше при бессоннице и тревоге";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"техника дыхания для успокоения нервной системы при тревоге";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
05.02.2026;"техники релаксации при тревожных расстройствах у подростков";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"трава лаванды при тревоге как принимать";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"тревожность в сердце как успокоить";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"тревожность и панические методы избавления в домашних условиях";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"тревожность что делать";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"тревожный невроз самопомощь";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"у меня тревожное расстройство что делать я не сплю ночами лечение";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"убирает ли тревогу мебикар";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"упражнения от панических атак и тревоги от доктора шишонина";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
05.02.2026;"успокоительные препараты при панических атаках взрослым";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"феназепам убирает тревогу и мысли";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"фенибут при тревоге как принимать";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"фенибут при тревожном расстройстве";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
05.02.2026;"хорошее средство от тревоги и стресса";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"чем лечат тревожность";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"чечулина ирина владимировна психотерапевт";"Тревога и паника";5662806799;"психотерапевт -онлайн";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"что будет если не лечить тревожную депрессию";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"что делать если постоянно наступают тревожности уходишь в себя";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"что делать если тревожно";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"что делать при обострении тревожности";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"что можно пропить при тревожности";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
05.02.2026;"что пить от тревожности и стресса без рецептов";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"что пить при панических атаках";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"что принять при тревоге";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
05.02.2026;"чувство тревоги и беспокойства без причины как избавиться после 50 лет мужчине в домашних условиях";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
05.02.2026;"шуров василий александрович психотерапевт психиатр";"Тревога и паника";5662806799;"психотерапевт -онлайн";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
05.02.2026;"элтацин при тревоге";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
05.02.2026;"эффективные противотревожные препараты";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
05.02.2026;"юферева татьяна леонидовна психиатр психотерапевт биография";"Тревога и паника";5662806799;"психотерапевт -онлайн";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"атаракс помогает от панических атак";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"атаракс при тревоге и панических атаках по сколько пить";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"бруспирон когда снимает тревогу";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"в 17 сайт психологов";"Тревога и паника";5662806799;"психолог онлайн -записываться -консультация -анонимный -помощь";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"генерализованное тревожное расстройство клинические рекомендации";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
06.02.2026;"гимнастика при тревожности от шишонина";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"грандаксин как принимать правильно при панических атаках";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"грандаксин при тревожности кому помог";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"дыхательная гимнастика при тревожности";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"дыхательные упражнения для успокоения при тревожности и панических атак";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"есть ли онлайн прием психотерапевта";"Тревога и паника";5662806799;"психотерапевт онлайн консультация";"семантическое";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"как бороться с сильной тревожностью";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"как бороться с тревогой";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
06.02.2026;"как быстро снять тревогу и нервное напряжение без вреда";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"как дома лечиться от панических атак";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"как записаться на онлайн консультацию к психотерапевту андрею курпатову";"Тревога и паника";5662806799;"психотерапевт онлайн -консультация";"пословное";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"как избавиться от страха и тревоги";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";3;0;0,00;0,00;-;-;-;0
06.02.2026;"как избавиться от страха и тревожности методы";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"как избавиться от тревожности";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
06.02.2026;"как избавиться от чувства тревоги";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"как избавиться от этого тревожного чувства";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"как лечатся панические атаки и тревога у женщин";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"как помочь себе при панической атаке и тревоге дома";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"как снять тревожность";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
06.02.2026;"как справиться с тревожностью";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
06.02.2026;"как убрать из подсознания тревожное расстройство";"Тревога и паника";5662806799;"лечение тревожного расстройства";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
