№ Кампании,Название кампании,Тип условия показа,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,Тип площадки,Вид размещения,Название площадки,Площадка выключена в РК,Можно запретить площадку,"Расход, ₽",Показы,Клики,"Взвешенный CTR, %","CTR, %",Ср. объём трафика,Ср. позиция показа,Конверсии,"CR, %","CPA, ₽"
704073639,Психолог Ксения,Автотаргетинг,кпт психолог самара,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,102.53,1.00,0,-,-
704073639,Психолог Ксения,Фраза,марина королева психолог сайт конструктор характеристики,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Пословное,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,наталья жукова психолог сайт,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,2,0,0.00,0.00,54.25,5.00,0,-,-
704073639,Психолог Ксения,Фраза,психолог диагност http yesyoucan ru,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,консультация психолога,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,3,0,0.00,0.00,6.80,6.50,0,-,-
704073639,Психолог Ксения,Автотаргетинг,психолог кпт пермь,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,100.00,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,кпт психолог екатеринбург,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,45.13,1,1,109.10,100.00,91.66,4.00,0,0.00,-
704073639,Психолог Ксения,Автотаргетинг,психолог кпт челябинск,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,психотерапевт в москве посоветуйте при тревожных расстройствах,Целевые запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,официальный сайт психологического центра 12 коллегий,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,76.79,1.00,0,-,-
704073639,Психолог Ксения,Фраза,дорогие психологи,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,143.35,1.00,0,-,-
704073639,Психолог Ксения,Фраза,alter психологи сайт официальный,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,онлайн площадка психологов,Целевые запросы,Запросы без упоминания брендов,Пословное,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,рекомендации психолога при повышенная тревожность эмоциональная напряженность,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,103.98,1.00,0,-,-
704073639,Психолог Ксения,Фраза,психолог в колпино сайт,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,50.19,1,1,87.11,100.00,114.80,2.00,0,0.00,-
704073639,Психолог Ксения,Фраза,сайт шувалова марина психолог сраф,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,114.11,1.00,0,-,-
704073639,Психолог Ксения,Фраза,дарья татаркова психолог сайт,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,100.00,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,поведенческая терапия,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,социально психологическое онлайн консультирование,Целевые запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,102.32,2.00,0,-,-
704073639,Психолог Ксения,Фраза,психолог сеанс цены челябинск,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,49.57,4.00,0,-,-
704073639,Психолог Ксения,Фраза,профи ру психолог инна дроздова,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,сайт психологов ярко,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,68.34,2.00,0,-,-
704073639,Психолог Ксения,Фраза,прием у психотерапевта цена,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,63.43,1,1,109.64,100.00,91.21,2.00,0,0.00,-
704073639,Психолог Ксения,Фраза,мужицкая татьяна официальный сайт психолог,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,сайт олега гадецкого,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,126.19,1.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,занятия от тревожности подольск,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,игорь ким психолог официальный сайт,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,психотерапевт колмановский сколько стоит прием,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,5.19,8.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,психотерапевт санкт петербург кпт панические атаки тревожность,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,124.95,1.00,0,-,-
704073639,Психолог Ксения,Фраза,психолог татьяна макел стоимость,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,новосибирск бюджетный психолог,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,цифровой психолог сайт,Сопутствующие запросы,Запросы без упоминания брендов,Пословное,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,наталья свиридова психолог стоимость консультации,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,сайт по психологии,Широкие запросы,Запросы без упоминания брендов,Семантическое,сайт психология,Поиск,Спецразмещение,yandex,Нет,Нет,35.91,1,1,191.64,100.00,52.18,4.00,0,0.00,-
704073639,Психолог Ксения,Фраза,евгения стрелецкая психолог сайт,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,116.62,1.00,0,-,-
704073639,Психолог Ксения,Фраза,онлайн психологи работают ли,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,76.79,5.00,0,-,-
704073639,Психолог Ксения,Фраза,сколько будет стоить психолог,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,110.43,1,1,92.33,100.00,108.31,2.00,0,0.00,-
704073639,Психолог Ксения,Фраза,сколько стоит консультация у психолога,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,тревожное расстройство навязчивые мысли что делать к какому врачу,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,100.00,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,по психологической поддержки,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,миков дмитрий рудольфович пермь психолог сколько стоит у него прием,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,можно ди вылечеть тревожность психолог,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,психолог онлайн волгоград,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,56.68,1,1,103.98,100.00,96.17,2.00,0,0.00,-
704073639,Психолог Ксения,Автотаргетинг,психолог онлайн ростов,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,психотерапевт боровских вячеслав и официальный сайт,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,100.00,5.00,0,-,-
704073639,Психолог Ксения,Фраза,15 000р это дорого за консультацию психологт,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,ирина ковалева психолог стоимость консультации москва,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,евгения лобанова новосибирск психолог цены,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,100.00,5.00,0,-,-
704073639,Психолог Ксения,Фраза,надежда асанова психолог сайт,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,120.60,1.00,0,-,-
704073639,Психолог Ксения,Фраза,авито екатеринбург услуги психолога,Широкие запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,2,0,0.00,0.00,145.70,1.00,0,-,-
704073639,Психолог Ксения,Фраза,дарья татаркова психолог сайт,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,83.11,1.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,психолог когнитивно поведенческий терапевт пермь,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,100.00,5.00,0,-,-
704073639,Психолог Ксения,Фраза,сайт психолога личный образцы,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,125.67,1.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,психологическая помощь онлайн,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,ольшанский дмитрий психоаналитик сайт,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,101.72,1.00,0,-,-
704073639,Психолог Ксения,Фраза,психолог богословенко максим петрович ул катаева 293 микрорайон новое поселение ростов на дону цены,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,московский международный университет официальный сайт магистратура клинический психолог,Сопутствующие запросы,Запросы без упоминания брендов,Пословное,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,платформы психологической помощи,Целевые запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,стоимость психологических консультаций в нижнем новгороде,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,154.25,1.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,психолог убрать панические атаки с повышением давления,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,6.31,6.00,0,-,-
704073639,Психолог Ксения,Фраза,яклиентс психолог,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,98.01,1.00,0,-,-
704073639,Психолог Ксения,Фраза,действительно ли психотерапевт может помочь при тревожных расстройствах и депрессии,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,121.89,1.00,0,-,-
704073639,Психолог Ксения,Фраза,гипноз от панических атак и тревожности слушать екатеринбург,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,при стрессе тревоги нерной панике е какому врачу можно будет обратиться,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,85.03,1.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,когнитивно поведенческая терапия москва,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,160.72,2.00,0,-,-
704073639,Психолог Ксения,Фраза,есть платные психологи,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,122.96,1.00,0,-,-
704073639,Психолог Ксения,Фраза,психолог воронеж консультация цена,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,76.12,3.00,0,-,-
704073639,Психолог Ксения,Фраза,помогает ли психотерапия при тревожном расстройстве,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,94.77,2.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,психолог консультант удаленно,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,невролог екатеринбург работает с тревожностью и паническими атаками,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,123.23,1.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,психологическая поддержка,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,100.00,5.00,0,-,-
704073639,Психолог Ксения,Фраза,помощь психолога онлайн,Широкие запросы,Запросы без упоминания брендов,Семантическое,помощь психолога онлайн,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,андрей курпатов стоимость консультации,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,семья уфа официальный сайт психологический центр,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,166.31,1.00,0,-,-
704073639,Психолог Ксения,Фраза,акубова екатерина онкопсихолог сайт,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,6.31,6.00,0,-,-
704073639,Психолог Ксения,Фраза,елена новоселова психолог официальный сайт,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,m.images.yandex.ru,Нет,Да,0.00,1,0,0.00,0.00,100.00,-,0,-,-
704073639,Психолог Ксения,Фраза,психолог в воронеже цена,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,психолог лайфкоуч личная страница,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,6.31,6.00,0,-,-
704073639,Психолог Ксения,Фраза,психологи рф,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,татьяна легасова астропсихолог сайт,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,патопсихолог стоимость консультации,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,72.17,3.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,таран юлия,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,100.00,5.00,0,-,-
704073639,Психолог Ксения,Фраза,психологов ру,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,100.00,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,анонимный психолог в спб,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,71.20,1.00,0,-,-
704073639,Психолог Ксения,Фраза,светлана коланькова психолог сайт 7 915 261 4310,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,2,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,чем помогает психолог при тревожном расстройстве,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,психолог онлайн волгоград,Не определено,-,Семантическое,,Поиск,Спецразмещение,m.uslugi.yandex.ru,Нет,Да,0.00,1,0,0.00,0.00,100.00,-,0,-,-
704073639,Психолог Ксения,Фраза,психологи онлайн,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,гельштат психология сайт,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,психология сайт,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,хшановская психологический портрет рассчитать онлайн с расшифровкой,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,онлайн психологический  -находить -тревожность -тревога -стоимость -записываться -консультация -цена -запись,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,психолог скайп,Целевые запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,44.98,1,1,74.91,100.00,133.50,1.00,0,0.00,-
704073639,Психолог Ксения,Фраза,психолог цена москва,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,анонимная психологическая помощь,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,192.14,1.00,0,-,-
704073639,Психолог Ксения,Фраза,в17 психология официальный сайт моя,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,психология сайт,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,когнитивно поведенческая терапия при тревожных расстройстве в челябинске,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,107.48,2.00,0,-,-
704073639,Психолог Ксения,Фраза,оксана мельниченко психолог стоимость консультации,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,61.39,3.00,0,-,-
704073639,Психолог Ксения,Фраза,психотерапевт онлайн консультация,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,1.74,2.00,0,-,-
704073639,Психолог Ксения,Фраза,сайт психотерапевта екатерины сокальской,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,сайт психотерапевт,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,цифровой психолог записаться,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,айна громова психотерапевт сайт официальный,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,100.00,5.00,0,-,-
704073639,Психолог Ксения,Фраза,вадим куркин психолог официальный сайт,Не определено,-,Пословное,,Поиск,Реклама в саджесте,yandex,Нет,Нет,0.00,1,0,0.00,0.00,100.00,1.00,0,-,-
704073639,Психолог Ксения,Фраза,сайты для помощи психически больным от профессиональных психологов,Целевые запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,71.20,1.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,поведенческий психолог,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,125.50,2.00,0,-,-
704073639,Психолог Ксения,Фраза,психолог онлайн ии,Целевые запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,111.57,1.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,онлайн практики психологические,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,агрегаторы поиска психолога,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,102.20,1,1,96.69,100.00,103.43,2.00,0,0.00,-
704073639,Психолог Ксения,Автотаргетинг,психологи чаты,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,85.67,2.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,психотерапевт онлайн уфа,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,нарколог и психолог уфа цены на услуги,Широкие запросы,Запросы без упоминания брендов,Семантическое,психолог услуги цена,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,какие вопросы задать психотерапевту при тревожности,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,открытая сессия с психологом,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Фраза,сколько стоит консультация психолога в начале пути когда мало опыта екатеринбург,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,психолог который работает с тревожностью,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,101.67,1,1,90.39,100.00,110.63,2.00,0,0.00,-
704073639,Психолог Ксения,Автотаргетинг,когнитивно поведенческая терапия екатеринбург,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Прочее,yandex,Нет,Нет,12.95,1,1,1176.47,100.00,8.50,5.00,0,0.00,-
704073639,Психолог Ксения,Фраза,психолог пермь платно,Широкие запросы,Запросы без упоминания брендов,Семантическое,,Поиск,Прочее,yandex,Нет,Нет,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-
704073639,Психолог Ксения,Автотаргетинг,маркетплейс психологических консультаций,Целевые запросы,Запросы без упоминания брендов,-,,Поиск,Спецразмещение,yandex,Нет,Нет,0.00,1,0,0.00,0.00,85.18,4.00,0,-,-
