"Клиент Пользователь подписки (badver), период 06.02.2026 - 13.02.2026"
"Всего по поисковым запросам";;"Ср.расход за день (руб.)";"Показы";"Клики";"CTR (%)";"Расход (руб.)";"Ср. цена клика (руб.)";"Конверсия (%)";"Цена цели (руб.)";"Конверсии"
"с 06.02.2026 по 13.02.2026";;390,90;737;83;11,26;3127,22;37,68;-;0,00;0

"Дата";"Поисковый запрос";"Кампания";"№ Кампании";"Группа";"№ Группы";"Условие показа";"Тип соответствия";"Подобранная фраза";"Категория таргетинга";"Показы";"Клики";"CTR (%)";"Расход (руб.)";"Ср. цена клика (руб.)";"Конверсия (%)";"Цена цели (руб.)";"Конверсии"
11.02.2026;"онлайн психологи ясно отзывы";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"онлайн психологическая помощь";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"онлайн психотерапевт";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"онлайн психотерапевт";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"онлайн служба психологической помощи";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"онлайн терапия";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"первичная психологическая помощь при тревоге";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог при тревоге -сильный -справляться -стресс";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
11.02.2026;"персональный психолог читать онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"пословное";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"поговорим онлайн психологи";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"проблема выгорания психологов и виды помощи";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог эмоциональное выгорание";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"психолог в казани консультация цена";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог консультация цена";"пословное";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"психолог ии онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"пословное";-;"Альтернативные запросы";1;1;100,00;15,05;15,05;-;-;0
11.02.2026;"психолог как избавиться от волнения на экзамене егэ психолог";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог стресс -тревога";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"психолог кпт";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"психолог кпт нижний новгород";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"психолог красноярск консультация цены";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог консультация цена";"пословное";-;"не определено";1;0;0,00;0,00;-;-;-;0
11.02.2026;"психолог красноярск консультация цены";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог консультация цена";"пословное";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"психолог красноярск консультация цены и отзывы";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог консультация цена";"пословное";-;"Сопутствующие запросы";1;1;100,00;32,04;32,04;-;-;0
11.02.2026;"психолог омск консультация цена";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог консультация цена";"семантическое";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"психолог онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"пословное";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"психолог онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"психолог онлайн консультация";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"психолог онлайн нейросеть";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Альтернативные запросы";2;0;0,00;0,00;-;-;-;0
11.02.2026;"психолог онлайн пожалуйста мне плохо";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"психолог онлайн чат";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"психолог пермь консультация цена индустриальный район";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог консультация цена";"пословное";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"психолог пермь консультация цена мотовилихинский район";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог консультация цена";"пословное";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"психолог помощь онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"психолог санкт петербург консультации цены";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог консультация цена";"семантическое";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"психолог философ фаджиоли читать онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"пословное";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"психолог цена за консультацию";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог консультация цена";"пословное";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"психологи кпт воронеж";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;1;100,00;40,85;40,85;-;-;0
11.02.2026;"психологи кпт уфа";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;1;100,00;19,88;19,88;-;-;0
11.02.2026;"психологи онлайн задать вопрос";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"психологическая поддержка онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";2;0;0,00;0,00;-;-;-;0
11.02.2026;"психологическая поддержка онлайн спб";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"психологическая помощь";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"психологическая помощь онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"консультация психолога онлайн";"семантическое";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"психологическая помощь онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"психологическая помощь онлайн круглосуточно";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"психологическая помощь центр онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"психологическое выгорание";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог выгорание -эмоциональный";"семантическое";"выгорание психологический  -эмоциональный";"Сопутствующие запросы";1;1;100,00;52,38;52,38;-;-;0
11.02.2026;"психология онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;1;100,00;26,38;26,38;-;-;0
11.02.2026;"психотерапевт в новосибирске лучший отзывы онлайн консультация";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"консультация психолога онлайн";"семантическое";-;"Сопутствующие запросы";1;1;100,00;31,50;31,50;-;-;0
11.02.2026;"психотерапевт онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"психотерапевт уфа онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;1;100,00;71,42;71,42;-;-;0
11.02.2026;"психотерапевты онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"рассчитать заработную плату психолога онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"пословное";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"сайт психологов b17 ru";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"сайты психологов";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Целевые запросы";2;0;0,00;0,00;-;-;-;0
11.02.2026;"семейный психолог онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Целевые запросы";1;1;100,00;73,58;73,58;-;-;0
11.02.2026;"сервисы психологической помощи";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"сергей насибян психолог цена одной консультации";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог консультация цена";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"сколько примерно стоит онлайн консультация психолога в 2026 году";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"сколько стоят услуги психолога в самаре";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог консультация цена";"семантическое";-;"Широкие запросы";1;1;100,00;43,71;43,71;-;-;0
11.02.2026;"специалист по выходу из выгорания";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог выгорание -эмоциональный";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
11.02.2026;"тревожное расстройство психотерапия видео";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог тревожность";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
11.02.2026;"чат анонимно с психологом";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;1;100,00;35,02;35,02;-;-;0
11.02.2026;"чат психологов";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";2;0;0,00;0,00;-;-;-;0
11.02.2026;"чувство повышенной тревожности куда обращаться";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"b17 ru сайт психологов";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"агрегатор психология онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"анонимный психолог в переписке";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"анонимный психолог онлайн";"семантическое";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"бей беги замри психология реакции на стресс";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог стресс -тревога";"семантическое";"психология стресс  -тревога";"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"вам помог психолог справиться с тревожностью";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"видео про тревожность от психолога";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог при тревоге -сильный -справляться -стресс";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"задать вопрос психологу онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"пословное";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"зигмунд психолог онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"инет психолог";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"к какому врачу обращаться при депрессии и тревожности";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог при тревоге -сильный -справляться -стресс";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"как побороть тревожность и страх видео отпсихолоноа";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог тревожность";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"когнитивно поведенческая терапия екатеринбург";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;1;100,00;13,87;13,87;-;-;0
12.02.2026;"когнитивно поведенческая терапия красноярск";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"когнитивно поведенческая терапия нижний новгород";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"когнитивно поведенческая терапия челябинск";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"консультации с психологом онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"кпт в спб";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"кпт краснодар";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;1;100,00;30,45;30,45;-;-;0
12.02.2026;"кпт психолог в перми";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"кпт специалист челябинск";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"кпт терапия в перми";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"краснодар врач психотерапевт онлайн консультация";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;1;100,00;38,06;38,06;-;-;0
12.02.2026;"круглосуточная психологическая помощь онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"консультация психолога онлайн";"семантическое";-;"Целевые запросы";1;1;100,00;221,48;221,48;-;-;0
12.02.2026;"кто может помочь с тревожностью";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"оказание психологической помощи онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"консультация психолога онлайн";"семантическое";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"оказание психологической помощи онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"ольга шупилова психолог сайт";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"онлайн кабинет психолога";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"онлайн консультации психолога";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"консультация психолога онлайн";"семантическое";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"онлайн консультация врача психолога по поводу отношений между матерью и дочерью взрослой и внуком взрослым";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"консультация психолога онлайн";"семантическое";-;"Узкие запросы";2;0;0,00;0,00;-;-;-;0
12.02.2026;"онлайн прием психотерапевта";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"онлайн психолог";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"онлайн психолог";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;1;100,00;47,72;47,72;-;-;0
12.02.2026;"онлайн психолог бот";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"онлайн психологи";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"онлайн психологи ростова на дону";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;1;100,00;133,76;133,76;-;-;0
12.02.2026;"панические атаки помощь психолога";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"панические атаки фобии тревога частный психолог троицкая елена";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог при тревоге -сильный -справляться -стресс";"семантическое";-;"Альтернативные запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"поговорить с психологом онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"поговорить с психологом онлайн топ сайтов";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"консультация психолога онлайн";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
12.02.2026;"помощь психолога анонимно";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"помощь психолога онлайн запись на прием";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"посмотреть психолога";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";2;0;0,00;0,00;-;-;-;0
12.02.2026;"постоянная тревога психолог";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"пришла на психологическую группу но не могу побороть свою тревогу и недоверие";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог при тревоге -сильный -справляться -стресс";"семантическое";-;"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"психоаналитик онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";3;0;0,00;0,00;-;-;-;0
12.02.2026;"психолог в самаре онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;1;100,00;88,43;88,43;-;-;0
12.02.2026;"психолог в уфе консультация цена";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог консультация цена";"пословное";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"психолог из интернета";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"психолог когнитивно поведенческого направления онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"когнитивно поведенческая терапия онлайн психолог";"семантическое";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"психолог который работает с тревожным расстройством и паническими атаками казань";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог при тревоге -сильный -справляться -стресс";"семантическое";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"психолог кпт краснодар";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"психолог кпт ростов на дону";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"психолог мгновенный результат";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"психолог омск консультация цена";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог консультация цена";"семантическое";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"психолог омск консультация цена";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог консультация цена";"пословное";-;"Широкие запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"психолог онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"пословное";-;"Целевые запросы";3;0;0,00;0,00;-;-;-;0
12.02.2026;"психолог онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"психолог онлайн консультация";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"психолог онлайн расстройство пищевого поведения";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"психолог онлайн сайт";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;1;100,00;53,18;53,18;-;-;0
12.02.2026;"психолог помощь онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"пословное";-;"Целевые запросы";1;1;100,00;51,16;51,16;-;-;0
12.02.2026;"психологи онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"психологи работающие с мисофонией онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"пословное";-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"психологическая помощь 24 7";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"психологическая помощь анонимно";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";3;0;0,00;0,00;-;-;-;0
12.02.2026;"психологическая помощь онлайн";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"психологическая помощь онлайн статистика";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог онлайн -цена -кпт -женский -женщина -конфиденциально -записываться -анонимный -консультация";"семантическое";-;"Сопутствующие запросы";2;0;0,00;0,00;-;-;-;0
12.02.2026;"психотерапевт в екатеринбурге онлайн консультация цены отзывы";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"психолог консультация цена";"семантическое";"психотерапевт консультация цена";"Сопутствующие запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"психотерапевт онлайн консультация";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"консультация психолога онлайн";"семантическое";"консультация психотерапевт онлайн";"Широкие запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"психотерапевт онлайн консультация недорого";"Психолог Ксения";704073639;"Тревога и паника";5662806799;"консультация психолога онлайн";"семантическое";"консультация психотерапевт онлайн";"Широкие запросы";1;0;0,00;0,00;-;-;-;0
12.02.2026;"психотерапевт онлайн новосибирск";"Психолог Ксения";704073639;"Тревога и паника";5662806799;'---autotargeting;-;-;"Целевые запросы";1;0;0,00;0,00;-;-;-;0
