№ Кампании,Название кампании,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,№ Объявления,Статус объявления,Тип объявления,Заголовок,Текст,Ссылка,Путь до изображения,Название файла изображения,Идентификатор видео,Путь до превью видео,Формат,Источник текста,Тип площадки,Вид размещения,Региона таргетинга,Регион таргетинга,Регион местонахождения,Регион местонахождения,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,"Расход, ₽",Показы,Клики,"Взвешенный CTR, %","CTR, %",Ср. объём трафика,Ср. позиция показа,Конверсии,"CR, %","CPA, ₽","CPC, ₽","CPM, ₽","Ср. ставка за клик, ₽","Отказы, %",Глубина просмотра
704073639,Психолог Ксения,Фраза,консультация психолога цена,-,0,-,0,Широкие запросы,Запросы без упоминания брендов,Семантическое,,17645028748,Активные,Текстово-графическое,Тревога мешает жить? Запишитесь к психологу,Клинический психолог. Когнитивно-поведенческий подход.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Ярославль,16,Красный Профинтерн,144234,Женский,25-34 года,Остальные,Не определено,9.41,1,1,113.33,100.00,88.23,3.00,0,0.00,-,9.41,9414.43,10.31,0.00,1.00
704073639,Психолог Ксения,Фраза,консультация психолога цена,-,0,-,0,Широкие запросы,Запросы без упоминания брендов,Семантическое,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Сургут,973,Сургут,973,Мужской,45-54 года,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,консультация психолога цена,-,0,-,0,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Нальчик,30,Нальчик,30,Женский,Старше 55,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,консультация психолога цена,-,0,-,0,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Пословное,,17630807094,Активные,Текстово-графическое,"КПТ психолог, эксперт по работе с тревожностью",Реальные техники и упражнения,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Челябинск,56,Челябинск,56,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,100.00,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,консультация психолога цена,-,0,-,0,Широкие запросы,Запросы без упоминания брендов,Семантическое,,17645040839,Активные,Текстово-графическое,Тревога мешает жить? Я помогу это изменить,Когнитивно-поведенческая терапия. Научно обоснованный подход.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Спецразмещение,Ставрополь,36,Невинномысск,11064,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0.00,0.00,102.74,2.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,консультация психолога цена,-,0,-,0,Широкие запросы,Запросы без упоминания брендов,Семантическое,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Новочеркасск,238,Новочеркасск,238,Женский,Старше 55,Остальные,Не определено,0.00,1,0,0.00,0.00,92.12,1.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,консультация психолога цена,-,0,-,0,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,17645039970,Активные,Текстово-графическое,Устали бороться с тревогой?,"КПТ-психолог онлайн. Структурный подход, измеримые результаты. Сессия 5 000 ₽.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Ставрополь,36,Ставрополь,36,Женский,25-34 года,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,консультация психолога цена,-,0,-,0,Широкие запросы,Запросы без упоминания брендов,Семантическое,,17645028748,Активные,Текстово-графическое,Тревога мешает жить? Запишитесь к психологу,Клинический психолог. Когнитивно-поведенческий подход.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Пятигорск,11067,Пятигорский,119696,Женский,25-34 года,Остальные,Не определено,0.00,1,0,0.00,0.00,100.00,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,консультация психолога цена,-,0,-,0,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Ульяновск,195,Ульяновск,195,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,кпт психолог онлайн,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,Семантическое,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Казань,43,Казань,43,Женский,45-54 года,Остальные,Не определено,0.00,1,0,0.00,0.00,86.13,1.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,кпт психолог онлайн,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,Семантическое,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Тверь,14,Тверь,14,Мужской,25-34 года,Остальные,Не определено,0.00,2,0,0.00,0.00,8.50,-,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,кпт терапия онлайн,-,0,-,0,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Рязань,11,Рязань,11,Женский,25-34 года,Остальные,Не определено,0.00,1,0,0.00,0.00,115.74,2.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,найти психолога онлайн,-,0,-,0,Широкие запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,17645028748,Активные,Текстово-графическое,Тревога мешает жить? Запишитесь к психологу,Клинический психолог. Когнитивно-поведенческий подход.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Тамбов,13,Бокино,117340,Мужской,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,133.85,1.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,найти психолога онлайн,-,0,-,0,Широкие запросы,Запросы без упоминания брендов,Семантическое,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Нальчик,30,Нальчик,30,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0.00,0.00,85.98,2.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,найти психолога онлайн,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,Семантическое,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Тверь,14,Тверь,14,Женский,25-34 года,Остальные,Не определено,37.98,1,1,92.69,100.00,107.89,-,0,0.00,-,37.98,37978.61,52.55,0.00,1.00
704073639,Психолог Ксения,Фраза,найти психолога онлайн,-,0,-,0,Широкие запросы,Запросы без упоминания брендов,Семантическое,,17645028748,Активные,Текстово-графическое,Тревога мешает жить? Запишитесь к психологу,Клинический психолог. Когнитивно-поведенческий подход.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Санкт-Петербург,2,Санкт-Петербург,2,Женский,45-54 года,Остальные,Не определено,53.30,1,1,127.75,100.00,78.28,3.00,0,0.00,-,53.30,53295.98,54.84,0.00,1.00
704073639,Психолог Ксения,Фраза,найти психолога онлайн,-,0,-,0,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Балахна,20035,Балахна,20035,Мужской,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,найти психолога онлайн,-,0,-,0,Широкие запросы,Запросы без упоминания брендов,Семантическое,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Москва,213,Москва,213,Мужской,35-44 года,Топ 1%,Не определено,0.00,1,0,0.00,0.00,53.49,-,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,найти психолога онлайн,-,0,-,0,Широкие запросы,Запросы без упоминания брендов,Семантическое,,17645039970,Активные,Текстово-графическое,Устали бороться с тревогой?,"КПТ-психолог онлайн. Структурный подход, измеримые результаты. Сессия 5 000 ₽.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Махачкала,28,Махачкала,28,Мужской,25-34 года,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,найти психолога онлайн,-,0,-,0,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Балахна,20035,Балахна,20035,Мужской,35-44 года,Остальные,Не определено,0.00,2,0,0.00,0.00,54.25,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,найти психолога онлайн,-,0,-,0,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Томск,67,Томск,67,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,92.42,3.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,помощь психолога +при тревоге,-,0,-,0,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,17645005723,Активные,Текстово-графическое,КПТ-психолог. Работа с тревожностью онлайн.,Конкретные навыки управления тревогой. Краткосрочный научный метод.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Санкт-Петербург,2,Санкт-Петербург,2,Женский,25-34 года,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,помощь психолога +при тревоге,-,0,-,0,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,17645039970,Активные,Текстово-графическое,Устали бороться с тревогой?,"КПТ-психолог онлайн. Структурный подход, измеримые результаты. Сессия 5 000 ₽.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Копейск,11207,Копейск,11207,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,159.05,1.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,помощь психолога +при тревоге,-,0,-,0,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,17645039970,Активные,Текстово-графическое,Устали бороться с тревогой?,"КПТ-психолог онлайн. Структурный подход, измеримые результаты. Сессия 5 000 ₽.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,Поиск,Прочее,Иркутск,63,Иркутск,63,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,помощь психолога +при тревоге,-,0,-,0,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,17645039970,Активные,Текстово-графическое,Устали бороться с тревогой?,"КПТ-психолог онлайн. Структурный подход, измеримые результаты. Сессия 5 000 ₽.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Казань,43,Казань,43,Женский,Старше 55,Остальные,Не определено,0.00,1,0,0.00,0.00,100.00,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,помощь психолога +при тревоге,-,0,-,0,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,17349513059,Активные,Текстово-графическое,КПТ психолог онлайн,Реальные техники и упражнения,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Казань,43,Казань,43,Женский,Старше 55,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,помощь психолога онлайн,-,0,-,0,Широкие запросы,Запросы без упоминания брендов,Семантическое,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Шумерля,20078,Шумерля,20078,Женский,25-34 года,Остальные,Не определено,0.00,1,0,0.00,0.00,100.00,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,помощь психолога онлайн,-,0,-,0,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Владимир,192,Владимир,192,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,помощь психолога онлайн,-,0,-,0,Широкие запросы,Запросы без упоминания брендов,Пословное,,17590706994,Активные,Текстово-графическое,Трудности с засыпанием из-за потока навязчивых мыслей?,Сессия 5000 руб.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Тюмень,55,Тюмень,55,Не определен,Не определен,Остальные,Не определено,0.00,1,0,0.00,0.00,5.19,-,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,помощь психолога онлайн,-,0,-,0,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,17645046380,Активные,Текстово-графическое,Спокойный сон и уверенность — реально,"Работаю с тревожностью научным методом. Структурный подход, 5 000 ₽ за сессию.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Самара,51,Самара,51,Мужской,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,помощь психолога онлайн,-,0,-,0,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Екатеринбург,54,Екатеринбург,54,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,73.00,-,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,помощь психолога онлайн,-,0,-,0,Широкие запросы,Запросы без упоминания брендов,Семантическое,,17645040839,Активные,Текстово-графическое,Тревога мешает жить? Я помогу это изменить,Когнитивно-поведенческая терапия. Научно обоснованный подход.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Москва,213,Москва,213,Мужской,35-44 года,2–5%,Не определено,0.00,1,0,0.00,0.00,105.29,1.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,помощь психолога онлайн,-,0,-,0,Широкие запросы,Запросы без упоминания брендов,Семантическое,,17645046380,Активные,Текстово-графическое,Спокойный сон и уверенность — реально,"Работаю с тревожностью научным методом. Структурный подход, 5 000 ₽ за сессию.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Курган,53,Курган,53,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,помощь психолога онлайн,-,0,-,0,Не определено,-,Пословное,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Реклама в саджесте,Никольский сельсовет,182404,Никольский сельсовет,182404,Женский,Старше 55,Остальные,Не определено,0.00,1,0,0.00,0.00,100.00,1.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,помощь психолога онлайн,-,0,-,0,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,17645039970,Активные,Текстово-графическое,Устали бороться с тревогой?,"КПТ-психолог онлайн. Структурный подход, измеримые результаты. Сессия 5 000 ₽.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Владимир,192,Владимир,192,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,помощь психолога онлайн,-,0,-,0,Не определено,-,Пословное,,17645005723,Активные,Текстово-графическое,КПТ-психолог. Работа с тревожностью онлайн.,Конкретные навыки управления тревогой. Краткосрочный научный метод.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Реклама в саджесте,Новопавловск,11066,Новопавловск,11066,Женский,25-34 года,Остальные,Не определено,0.00,1,0,0.00,0.00,100.00,1.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,помощь психолога онлайн,-,0,-,0,Широкие запросы,Запросы без упоминания брендов,Семантическое,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Шумерля,20078,Шумерля,20078,Женский,25-34 года,Остальные,Не определено,0.00,1,0,0.00,0.00,47.06,2.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,помощь психолога онлайн,-,0,-,0,Альтернативные запросы,Запросы без упоминания брендов,Семантическое,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Екатеринбург,54,Екатеринбург,54,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,помощь психолога онлайн,-,0,-,0,Альтернативные запросы,Запросы с упоминанием брендов конкурентов,Семантическое,,17645005020,Активные,Текстово-графическое,Психолог онлайн. КПТ. Из любой точки РФ,"Клинический психолог, метод КПТ. Бесплатная вводная встреча 30 мин.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Алматы,162,Алматы,162,Женский,35-44 года,2–5%,Не определено,0.00,1,0,0.00,0.00,65.24,3.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,психолог онлайн -консультация -помощь -цена -стоимость -запись -записываться -кпт -находить -сайт -тревожность -тревога -анонимный,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,Пословное,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Малино,101703,Малино,101703,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,35.48,3.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,психолог онлайн -консультация -помощь -цена -стоимость -запись -записываться -кпт -находить -сайт -тревожность -тревога -анонимный,-,0,-,0,Сопутствующие запросы,Запросы без упоминания брендов,Семантическое,,17645046380,Активные,Текстово-графическое,Спокойный сон и уверенность — реально,"Работаю с тревожностью научным методом. Структурный подход, 5 000 ₽ за сессию.",https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Прочее,Новосибирск,65,Новосибирск,65,Женский,25-34 года,Остальные,Не определено,0.00,1,0,0.00,0.00,8.50,5.00,0,-,-,-,0.00,-,-,-
704073639,Психолог Ксения,Фраза,психолог онлайн -консультация -помощь -цена -стоимость -запись -записываться -кпт -находить -сайт -тревожность -тревога -анонимный,-,0,-,0,Целевые запросы,Запросы без упоминания брендов,Пословное,,17622457486,Активные,Текстово-графическое,Частная консультация психолога онлайн,Профессиональная помощь. Конкретные техники и упражнения.,https://happy-habits.ru?utm_source=yandex&utm_medium=cpc&utm_campaign={campaign_id}&utm_content={ad_id}&utm_term={PHRASE},-,-,-,-,Текстово-графический,Автоматический,Поиск,Спецразмещение,Суземка,100682,Суземка,100682,Женский,35-44 года,Остальные,Не определено,0.00,1,0,0.00,0.00,74.95,1.00,0,-,-,-,0.00,-,-,-
